Network Drive,Mounted Path,File Or Folder,,,,
Ds418Play_TT,video/Movies/English/1080P,Eastern Promises 2007 10bit hevc,,,,
Ds418Play_TT,video/Movies/English/1080P,The Agony and the Ecstasy 1965 10bit hevc,,,,
Ds418Play_TT,video/Movies/English/1080P,Yurigokoro (2017) [1080p] [YTS.ME],,,,
Ds418Play_TT,video/Movies/English/1080P,A Wrinkle In Time 2018 1080p Bluray HEVC 6CH,,,,
Ds418Play_TT,video/Movies/English/1080P,Death Wish 2018 10bit hevc-d3g.[N1C],,,,
Ds418Play_TT,video/Movies/English/1080P,Pride.And.Prejudice.2005.1080p.BluRay.x264-FLHD,,,,
Ds418Play_TT,video/Movies/English/1080P,Tomb.Raider.2018.BluRay.1080p.x264.Atmos.TrueHD.7.1-HD,,,,
Ds418Play_TT,video/Movies/English/1080P,The Bucket List (2007) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The Fastest (2017) [BluRay] [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Paul.Apostle.of.Christ.2018.1080p.BluRay.x264,,,,
Ds418Play_TT,video/Movies/English/1080P,Van Damme 37 Kickboxer Armageddon (2018) (1080p BluRay 10bit x265 HEVC AAC 5.1 Qman) [UTR],,,,
Ds418Play_TT,video/Movies/English/1080P,I Can Only Imagine (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The Huntsman - Winter's War (2016) Extended (1080p BluRay x265 HEVC 10bit AAC 7.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Heavens.Gate.1980.Criterion.1080p.BluRay.HEVC.EAC3,,,,
Ds418Play_TT,video/Movies/English/1080P,Sacrifice (2010) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Queen Margot (1994) 20th Anniv (1080p BluRay x265 HEVC 10bit AAC 5.1 French Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,A.Quiet.Place.2018.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT,,,,
Ds418Play_TT,video/Movies/English/1080P,The Nice Guys (2016) [1080p] [YTS.AG],,,,
Ds418Play_TT,video/Movies/English/1080P,The.Nice.Guys.2016.1080p.BRrip.5.1.HEVC.x265,,,,
Ds418Play_TT,video/Movies/English/1080P,The Two Of Us (1967) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Lee Daniels' The Butler (2013) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Escape to Athena (1979)-alE13,,,,
Ds418Play_TT,video/Movies/English/1080P,Split (2016) [1080p] [YTS.AG],,,,
Ds418Play_TT,video/Movies/English/1080P,Me, Myself & Irene (2000) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,
Ds418Play_TT,video/Movies/English/1080P,The Shawshank Redemption (1994) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Pierrepoint The Last Hangman (2005) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The.Passenger.1975.1080p.BluRay.HEVC,,,,
Ds418Play_TT,video/Movies/English/1080P,I am Sam (2001) [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,The Incredibles x264 bluray (2004),,,,
Ds418Play_TT,video/Movies/English/1080P,Mary Magdalene.2018.1080p.Bluray.X264-EVO[EtHD],,,,
Ds418Play_TT,video/Movies/English/1080P,7 Days in Entebbe (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,From What Is Before (2014) [WEBRip] [720p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Bernie (2011) (1080p BluRay x265 HEVC 10bit AAC 5.1 Silence),,,,
Ds418Play_TT,video/Movies/English/1080P,Still Alice (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Silence),,,,
Ds418Play_TT,video/Movies/English/1080P,Gettysburg (1993) (1080p BluRay x265 HEVC 10bit AAC 5.1 LION),,,,
Ds418Play_TT,video/Movies/English/1080P,Isle.of.Dogs.2018.1080p.BluRay.x265.HEVC.6CH-MRN,,,,
Ds418Play_TT,video/Movies/English/1080P,The Wind Will Carry Us (1999) + Extras (1080p BluRay x265 HEVC 10bit AAC 2.0 Persian r00t),,,,
Ds418Play_TT,video/Movies/English/1080P,Transamerica (2005) (1080p BluRay x265 HEVC 10bit AAC 5.1 Silence),,,,
Ds418Play_TT,video/Movies/English/1080P,Ready Player One (2018) (1080p BluRay 10bit x265 HEVC AAC 7.1 Qman) [UTR-HD],,,,
Ds418Play_TT,video/Movies/English/1080P,Lean on Pete (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Pippi on the Run (1970) (1080p BluRay x265 HEVC 10bit AAC 2.0 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Wonder (2017) [1080p] [YTS.AG],,,,
Ds418Play_TT,video/Movies/English/1080P,Logan Lucky 2017 (1080p Bluray x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Immortal Beloved (1994) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The Parent Trap (1998) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The Sweet Hereafter (1997) (1080p BluRay x265 HEVC 10bit AAC 5.1 ),,,,
Ds418Play_TT,video/Movies/English/1080P,Revolutionary Road (2008),,,,
Ds418Play_TT,video/Movies/English/1080P,American Made 2017 (1080p Bluray x265 HEVC 10bit AAC 7.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,A Hologram for the King (2016) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The Book of Life (2014) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Andover.2018.1080p.WEB-DL.H264.AC3-eSc[EtHD],,,,
Ds418Play_TT,video/Movies/English/1080P,The Sacrifice (1986) [BluRay] [720p],,,,
Ds418Play_TT,video/Movies/English/1080P,The Croods (2013) 1080p 10bit Bluray x265 HEVC [Org BD 5.1 Hindi + AAC 7.1 English] ESubs,,,,
Ds418Play_TT,video/Movies/English/1080P,Death Wish 2018  (2160p x265 10bit S90 Joy).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Sleepless in Seattle (1993) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Tully (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Avengers.Infinity.War.2018.1080p.WEB-DL.6CH.x265.HEVC-PSA,,,,
Ds418Play_TT,video/Movies/English/1080P,Avengers.Infinity.War.2018.1080p.BluRay.x264.DTS-HD.MA.7.1-FGT,,,,
Ds418Play_TT,video/Movies/English/1080P,The Aviator (2004) [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Like.Father.2018.1080p.WEB-DL.DDP5.1.x264,,,,
Ds418Play_TT,video/Movies/English/1080P,War of the Worlds (2005) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Your Name. (2016) + Extras (1080p BluRay x265 HEVC 10bit AAC 5.1 Japanese),,,,
Ds418Play_TT,video/Movies/English/1080P,The Lone Ranger (2013) 1080p 10bit Bluray x265 HEVC DD 5.1 Hindi + AAC 5.1 English],,,,
Ds418Play_TT,video/Movies/English/1080P,Love and Other Impossible Pursuits 2009  (1080p x265 q22 Joy).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Deadpool.2.2018.Super.Duper.Cut.UNRATED.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,,,,
Ds418Play_TT,video/Movies/English/1080P,Annihilation (2018) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,On Chesil Beach (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Forgetting Sarah Marshall (2008),,,,
Ds418Play_TT,video/Movies/English/1080P,The Princess Diaries 2 Royal Engagement (2004) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,The Other Side Of Heaven (2001) [WEBRip] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Woman Walks Ahead (2017) [WEBRip] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Dare To Be Wild (2015) [WEBRip] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Leon The Professional (1994) RM4K Extended Cut (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Shine (1996) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Pete's Dragon - (2016) 1080p HEVC H265 Multi Audio [Hindi Tamil Telugu (DD+ 2.0 128 Kbps) -English DD 5.1 448 Kbps ] [Dzrg TorrentsÂ®].mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Adrift (2018) 1080p Webrip HEVC 5.1 Omikron,,,,
Ds418Play_TT,video/Movies/English/1080P,What Happened to Monday 2017  (2160p x265 10bit FS91 Joy).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Tropic Thunder 2008 UNRATED  (1080p x265 q22 FS93 Joy),,,,
Ds418Play_TT,video/Movies/English/1080P,First Reformed (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Big Eyes (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Oceans.8.2018.1080p.WEBRip.x265.HEVC.6CH-MRN,,,,
Ds418Play_TT,video/Movies/English/1080P,Upgrade (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Hereditary.2018.1080p.BluRay.x264-GECKOS[EtHD],,,,
Ds418Play_TT,video/Movies/English/1080P,Anthropoid (2016) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,White Slave (1985) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,What.Keeps.You.Alive.2018.1080p.WEB-DL.DD.5.1.H264-eSc[EtHD],,,,
Ds418Play_TT,video/Movies/English/1080P,Pale Rider (1985)-Clint Eastwood-1080p-H264-AC 3 (DTS 5.1) Remastered & nickarad,,,,
Ds418Play_TT,video/Movies/English/1080P,Support The Girls (2018) 1080p Webrip HEVC Omikron,,,,
Ds418Play_TT,video/Movies/English/1080P,Summer of 84 (1080p WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],,,,
Ds418Play_TT,video/Movies/English/1080P,To All The Boys I've Loved Before (2018) [WEBRip] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Monster 2003 (1080p Bluray x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Leo.Da.Vinci-Missione.Monna.Lisa.2017.iTALiAN.DTS.1080p.BluRay.x264-BLUWORLD.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Queen.of.Katwe.2016.1080p.WEB-DL.DD5.1.H264,,,,
Ds418Play_TT,video/Movies/English/1080P,Saving Grace (2000) (1080p BluRay x265 HEVC 10bit AAC 5.1 r00t),,,,
Ds418Play_TT,video/Movies/English/1080P,Platoon 1986 (1080p Bluray x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Heaven & Earth (1993) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The Kissing Booth (2018) (1080p NF WEBRip x265 HEVC 10bit AAC 5.1 MONOLITH),,,,
Ds418Play_TT,video/Movies/English/1080P,Jurassic World Fallen Kingdom (2018) [WEBRip] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Without a Paddle 2004  (1080p x265 q22 FS76 Joy).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Bull Durham (1988) Criterion (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,RED 2010  (2160p x265 10bit FS89 Joy),,,,
Ds418Play_TT,video/Movies/English/1080P,Metallica Through The Never (2013) [1080p] [YTS.AG],,,,
Ds418Play_TT,video/Movies/English/1080P,Ghost.in.the.Shell.2017.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,,,,
Ds418Play_TT,video/Movies/English/1080P,Destination.Wedding.2018.1080p.WEB-DL.DD5.1.H264-FGT,,,,
Ds418Play_TT,video/Movies/English/1080P,GHOST IN THE SHELL [x265],,,,
Ds418Play_TT,video/Movies/English/1080P,Jurassic World - Fallen Kingdom (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The 100 Year-Old Man Who Climbed Out the Window and Disappeared (2013) (1080p BluRay x265 HEVC 10bit AAC 5.1 Swedish r00t),,,,
Ds418Play_TT,video/Movies/English/1080P,Rashomon (1950) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Mission Impossible Fallout (2018) 1080p HC Webrip HEVC Omikron,,,,
Ds418Play_TT,video/Movies/English/1080P,DOA - Dead or Alive (2006) Open Matte (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,UFO (2018) (1080p WEB-DL 10bit x265 HEVC AC3 5.1 Qman) [UTR],,,,
Ds418Play_TT,video/Movies/English/1080P,Solo A Star Wars Story  (1080p x265 q22 FS91 Joy).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Odd Thomas 2013  (1080p x265 q22 FS94 Joy).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Diane (2018) [WEBRip] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Zama.2017.LiMiTED.1080p.BluRay.x264,,,,
Ds418Play_TT,video/Movies/English/1080P,Delinquent (2018) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Starship Troopers - Traitor of Mars (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The Incantation 2018 1080p BluRay x264 DTS [MW],,,,
Ds418Play_TT,video/Movies/English/1080P,Deadly Vows (2017) [WEBRip] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Lore (2012) + Extras (1080p BluRay x265 HEVC 10bit AAC 5.1 German r00t),,,,
Ds418Play_TT,video/Movies/English/1080P,1984 (1984) (1080p BluRay x265 HEVC 10bit AAC 1.0 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The Innocents (2016) + Extras (1080p BluRay x265 HEVC 10bit AAC 5.1 French r00t),,,,
Ds418Play_TT,video/Movies/English/1080P,i.think.were.alone.now.2018.720p.web.dl.hevc.x265.rmteam.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Juliet Of The Spirits (1965) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Operation Red Sea (2018) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Blockers 2018  (1080p x265 q22 FS94 Joy).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,The Nun (1966) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,The.Deer.Hunter.1978.Remastered.1080p.BluRay.x265.HEVC,,,,
Ds418Play_TT,video/Movies/English/1080P,Zodiac (2007),,,,
Ds418Play_TT,video/Movies/English/1080P,Falling Down (1993) (1080p BluRay x265 HEVC 10bit AAC 2.0 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The Last Samurai (2003) + Extras (1080p BluRay x265 HEVC 10bit AAC 5.1 FreetheFish),,,,
Ds418Play_TT,video/Movies/English/1080P,Reign Over Me (2007),,,,
Ds418Play_TT,video/Movies/English/1080P,Leave No Trace (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Soul Surfer (2011) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Anon (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The Physician (2013) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Twice Born (2012) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Walk of Shame (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Ant-Man 2 (2018) 1080p Bluray HEVC DTS Omikron,,,,
Ds418Play_TT,video/Movies/English/1080P,A History of Violence (2005),,,,
Ds418Play_TT,video/Movies/English/1080P,Raazi (2018) [BluRay] [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Tucker - The Man and His Dream (1988) 30th Anniv (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The Tree of Life (2011) Criterion Extended (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,A Perfect Getaway (2009) DC (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The Man in the Moon (1991) (1080p BluRay x265 HEVC 10bit AAC 2.0),,,,
Ds418Play_TT,video/Movies/English/1080P,Black 47 (2018) [WEBRip] [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,The.Extraordinary.Journey.of.the.Fakir.2018.BluRay.1080p.HEVC.DDP.5.1,,,,
Ds418Play_TT,video/Movies/English/1080P,Whitney.2018.1080p.BluRay H264,,,,
Ds418Play_TT,video/Movies/English/1080P,Alien.Predator.2018.1080p.AMZN.WEB-DL.DDP5.1.H.264,,,,
Ds418Play_TT,video/Movies/English/1080P,The.Boxcar.Children.Surprise.Island.2018.1080p.BluRay.H264.AAC-RARBG,,,,
Ds418Play_TT,video/Movies/English/1080P,Cold Water (1994) Criterion (1080p BluRay x265 HEVC 10bit AAC 5.1 French Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Summer of 84 (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Beauty and the Beast (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 French),,,,
Ds418Play_TT,video/Movies/English/1080P,In Harm's Way (2017) [WEBRip] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Noah (2014) (1080p BluRay x265 HEVC 10bit AAC 7.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The Flamingo Kid (1984) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Operation Finale (2018)[1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Howard Lovecraft & The Undersea Kingdom (2017)[1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,22 July (2018)[1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,12 Days Of Giving (2017)[1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Jane Fonda In Five Acts (2018) [WEBRip] [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Rampage (2018) [WEBRip] [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,The Eagle Huntress (2016) [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Hotel Transylvania 3 Summer Vacation (2018) [WEBRip] [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Mamma Mia! Here We Go Again (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Alone.Yet.Not.Alone.2013.1080p.BluRay.H264.AAC-RARBG,,,,
Ds418Play_TT,video/Movies/English/1080P,Incredibles 2 (2018) 1080p Webrip HEVC 5.1,,,,
Ds418Play_TT,video/Movies/English/1080P,I Think We're Alone Now 2018  (1080p x265),,,,
Ds418Play_TT,video/Movies/English/1080P,blackkklansman.2018.1080p.web.dl.dd5.1.hevc.x265.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Matilda (1996) + Extras (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,An.Interview.with.God.2018.1080p.WEB-DL.DDP5.1.H.264,,,,
Ds418Play_TT,video/Movies/English/1080P,Alpha (2018) 1080p Webrip HEVC 5.1,,,,
Ds418Play_TT,video/Movies/English/1080P,Christopher Robin 2018.1080p.BRRip.X264.AC3-EVO[TGx],,,,
Ds418Play_TT,video/Movies/English/1080P,Searching. 2017.1080,,,,
Ds418Play_TT,video/Movies/English/1080P,Stonehearst Asylum (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,Snabba Cash (2010) [BluRay] [1080p,,,,
Ds418Play_TT,video/Movies/English/1080P,Annabelle (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,My Teacher, My Obsession (2018) 1080p NF WEB-DL 10-bit x265 HEVC AC3 5.1,,,
Ds418Play_TT,video/Movies/English/1080P,Along With The Gods The Last 49 Days (2018) [BluRay] [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,Judgment at Nuremberg (1961) + Extras (1080p BluRay x265 HEVC 10bit AAC 5.1 Silence),,,,
Ds418Play_TT,video/Movies/English/1080P,Easy Living (2017) [WEBRip] [1080p],,,,
Ds418Play_TT,video/Movies/English/1080P,P.S. I Love You (2007) (1080p BluRay x265 HEVC 10bit AAC 5.1),,,,
Ds418Play_TT,video/Movies/English/1080P,The Little Stranger (2018) 1080p WEB-DL HEVC 5.1,,,,
Ds418Play_TT,video/Movies/English/1080P,Crazy Rich Asians (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The.Ballad.of.Buster.Scruggs.2018.1080p.NF.WEBRip.DD5.1.x264-CM,,,,
Ds418Play_TT,video/Movies/English/1080P,Alpha (2018) DC (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,The.Nun.2018.1080p.WEB-DL.DD5.1.H264,,,,
Ds418Play_TT,video/Movies/English/1080P,Porcupine Lake (2017) (1080p WEB-DL 10-bit x265 HEVC AC3 5.1 Qman) [UTR],,,,
Ds418Play_TT,video/Movies/English/1080P,Mowgli.2018.Multi.1080p.HEVC.HDR.DDP.5.1[En+Hi+Ta+Te]-DTOne,,,,
Ds418Play_TT,video/Movies/English/1080P,There Will Be Blood 2007 BDRip ITA ENG 1080p x264 Tbz.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Smallfoot (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,One Day (2011) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Please Stand By (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Peelers (2016) (1080p BluRay 10-bit x265 HEVC AAC 5.1 Qman) [UTR],,,,
Ds418Play_TT,video/Movies/English/1080P,Spy Game (2001) (1080p BluRay x265 HEVC 10bit AAC 5.1 FreetheFish),,,,
Ds418Play_TT,video/Movies/English/1080P,The Merciless (2017) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,Three Identical Strangers (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Vacancy (2007) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,45 Years (2015) + Extras (1080p BluRay x265 HEVC 10bit AAC 5.1 Silence),,,,
Ds418Play_TT,video/Movies/English/1080P,Tucker and Dale vs. Evil 2010  (1080p x265 10bit S91 Joy).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Kongens.Nei.2016.NORWEGIAN.BRRip.1080p.HEVC.x265-KALI,,,,
Ds418Play_TT,video/Movies/English/1080P,Black Book (2006) [BluRay] [1080p] [YTS.AM],,,,
Ds418Play_TT,video/Movies/English/1080P,A.Simple.Favor.2018.1080p.BluRay.HEVC.DTS-HD.MA.5.1-DTOne,,,,
Ds418Play_TT,video/Movies/English/1080P,Pawo 2016 TIBETAN  (2160p x265 10bit).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Amen.2002.1080p.BluRay.10bit.x265-HazMatt.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Bird.Box.2018.ITA.ENG.1080p.WEBRip.x264-Morpheus.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,The Thirteenth Floor (1999) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Ugly (2013) (1080p BluRay x265 HEVC 10bit AAC 5.1 Hindi Natty),,,,
Ds418Play_TT,video/Movies/English/1080P,Black.Mirror.Bandersnatch.2018.1080p.WEB.X264-DEFLATE[rarbg],,,,
Ds418Play_TT,video/Movies/English/1080P,Elizabeth Harvest (2018) English 1080p 10bit Bluray x265 HEVC DD 5.1 ESubs},,,,
Ds418Play_TT,video/Movies/English/1080P,Hitler.The.Rise.of.Evil.2003.BRRip.1080p.HEVC.x265-KALI,,,,
Ds418Play_TT,video/Movies/English/1080P,Cloud Atlas (2012) + Extras (1080p BluRay x265 HEVC 10bit AAC 5.1 afm72),,,,
Ds418Play_TT,video/Movies/English/1080P,What Dreams May Come (1998) (1080p BluRay x265 Panda).mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Troy Extended AC3 5.1 ITA.ENG 1080p.H265 multisub (2004) Sp33dy94-MIRCrew.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,Moscow on the Hudson (1984) (1080p BluRay x265 HEVC 10bit AAC 5.1 Panda),,,,
Ds418Play_TT,video/Movies/English/1080P,Black.Mirror.Bandersnatch.2018.ALL.ENDINGS.REPACK.1080p.10bit.WEBRip.2CH.x265.HEVC-PSA.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,The Miseducation of Cameron Post (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole),,,,
Ds418Play_TT,video/Movies/English/1080P,Testament of Youth (2014) (1080p BluRay 10bit x265 HEVC AAC 5.1 Qman) [UTR],,,,
Ds418Play_TT,video/Movies/English/1080P,USS Indianapolis AC3 5.1 ITA.ENG 1080p H265 sub ita (2016) Sp33dy94-MIRCrew.mkv,,,,
Ds418Play_TT,video/Movies/English/1080P,The Stolen Princess (2018) 1080p Webrip HEVC 5.1 Omikron,,,,
Ds418Play_TT,video/Movies/English/1080P,4 Days In France (2016) [BluRay] [720p] [YTS.AM],,,,
